iter	RMSE
1504	0.0268038582
1505	0.02678998543
1506	0.02678733999
1507	0.02676785662
1508	0.02675386521
1509	0.02673418107
1510	0.02671843755
1511	0.02669726168
1512	0.02667289056
1513	0.02665845105
1514	0.02663712936
1515	0.02661125549
1516	0.02659139322
1517	0.02655226761
1518	0.02654744922
1519	0.02651956436
1520	0.02650641418
1521	0.02648413133
1522	0.02645937216
1523	0.02643315664
1524	0.02640846974
1525	0.02638778286
1526	0.02636463946
1527	0.02633930439
1528	0.02632817506
1529	0.02630544296
1530	0.02628725738
1531	0.02626439692
1532	0.02624709192
1533	0.02622491381
1534	0.02620296985
1535	0.0261926643
1536	0.02616662757
1537	0.0261371653
1538	0.02612241303
1539	0.02610361437
1540	0.02608399088
1541	0.02606165894
1542	0.02605004131
1543	0.02603387677
1544	0.02601261496
1545	0.0260007524
1546	0.02598273819
1547	0.02596046269
1548	0.02592511626
1549	0.02590570529
1550	0.02588369923
1551	0.02586381079
1552	0.02584667295
1553	0.02583257044
1554	0.02581473159
1555	0.02578697415
1556	0.02577820072
1557	0.0257633645
1558	0.02574420591
1559	0.02571503871
1560	0.02568920392
1561	0.02565002297
1562	0.02563182705
1563	0.02560715134
1564	0.02557568846
1565	0.02556077369
1566	0.0255476227
1567	0.02552742944
1568	0.02550880993
1569	0.02548835434
1570	0.02545656065
1571	0.02541836607
1572	0.02540355712
1573	0.0253865094
1574	0.0253687906
1575	0.02535221271
1576	0.02533028981
1577	0.0253123867
1578	0.02528736116
1579	0.02526470674
1580	0.02523816784
1581	0.02521313951
1582	0.02518798612
1583	0.02517135704
1584	0.02514824875
1585	0.02513198955
1586	0.02511594079
1587	0.02510130248
1588	0.02508407505
1589	0.02507718984
1590	0.02505695081
1591	0.02504164177
1592	0.02502240723
1593	0.02500175309
1594	0.02497232877
1595	0.02496382572
1596	0.02495070969
1597	0.02492937735
1598	0.02491220366
1599	0.02489371094
1600	0.02487242941
1601	0.02485705216
1602	0.02482931254
1603	0.02480655296
1604	0.0247864636
1605	0.02476791163
1606	0.02475386154
1607	0.02473793357
1608	0.02472158655
1609	0.02470313516
1610	0.0246902837
1611	0.02466913412
1612	0.02465339292
1613	0.02463551437
1614	0.02461492834
1615	0.0245931785
1616	0.02457654078
1617	0.02456367611
1618	0.02454026238
1619	0.02452590661
1620	0.02450322866
1621	0.02448238644
1622	0.02446404955
1623	0.02445229707
1624	0.02443953474
1625	0.0244203111
1626	0.02439955844
1627	0.02438970658
1628	0.02437510497
1629	0.02436227986
1630	0.02435003195
1631	0.02433045093
1632	0.02430369405
1633	0.024297683
1634	0.02427540495
1635	0.02426154963
1636	0.02425307882
1637	0.02422289001
1638	0.02420810484
1639	0.02418741713
1640	0.02416236692
1641	0.02414534867
1642	0.02413341728
1643	0.02412183382
1644	0.02411658707
1645	0.0240980074
1646	0.02408254415
1647	0.02406368127
1648	0.02404208185
1649	0.02401709772
1650	0.02399376718
1651	0.02397976475
1652	0.02395542845
1653	0.02394314023
1654	0.02393242659
1655	0.02391282286
1656	0.02389080524
1657	0.02387423845
1658	0.02385941934
1659	0.02384052834
1660	0.02382244723
1661	0.02379549847
1662	0.02377953517
1663	0.02376659154
1664	0.02375528504
1665	0.02374582404
1666	0.02372789344
1667	0.02371342777
1668	0.02369490036
1669	0.02368502346
1670	0.02367245022
1671	0.02364411181
1672	0.02363047369
1673	0.02361392297
1674	0.02360153898
1675	0.0235868712
1676	0.02357037316
1677	0.02355994223
1678	0.02354097999
1679	0.02352352936
1680	0.02350839931
1681	0.02348822263
1682	0.0234731479
1683	0.02345899241
1684	0.02344195602
1685	0.0234295108
1686	0.02341373365
1687	0.02339633274
1688	0.02337970905
1689	0.02336176433
1690	0.02334570113
1691	0.02333021771
1692	0.02331993064
1693	0.02330757771
1694	0.02329280548
1695	0.02327900176
1696	0.02325475505
1697	0.02324122919
1698	0.02322171527
1699	0.02319968951
1700	0.02318168341
1701	0.02316057934
1702	0.02315061177
1703	0.02313317304
1704	0.02311627179
1705	0.02310078789
1706	0.02308127761
1707	0.02306242016
1708	0.02304782115
1709	0.02302683462
1710	0.02300380773
1711	0.02298477151
1712	0.0229693261
1713	0.022942722
1714	0.02292540326
1715	0.02289740367
1716	0.02288668875
1717	0.02286145404
1718	0.02284598135
1719	0.02284290456
1720	0.02283039081
1721	0.02281020279
1722	0.02277987537
1723	0.02277577323
1724	0.02275853647
1725	0.02274082571
1726	0.02272028202
1727	0.02270505375
1728	0.02268575306
1729	0.0226677021
1730	0.02265251647
1731	0.02263854267
1732	0.02262525617
1733	0.0226095369
1734	0.02259270432
1735	0.02258195411
1736	0.02256917917
1737	0.02255719661
1738	0.02252782678
1739	0.022517406
1740	0.02250394518
1741	0.02248293983
1742	0.02246078941
1743	0.02243993771
1744	0.02242511338
1745	0.02240932282
1746	0.02239347521
1747	0.02237623979
1748	0.02236164097
1749	0.02234032737
1750	0.02232384577
1751	0.02231186302
1752	0.02229541323
1753	0.0222810733
1754	0.02226227691
1755	0.02224890924
1756	0.02222528494
1757	0.02221015357
1758	0.02219683417
1759	0.02217727748
1760	0.02215722153
1761	0.02213769824
1762	0.0221253036
1763	0.02211230227
1764	0.02209412005
1765	0.02207863141
1766	0.02205695501
1767	0.02204694769
1768	0.02203290143
1769	0.02201175953
1770	0.02199371228
1771	0.02197545527
1772	0.02195791047
1773	0.02194881169
1774	0.0219327641
1775	0.02192019962
1776	0.02190391173
1777	0.0218936332
1778	0.02188379943
1779	0.02186819572
1780	0.02185344529
1781	0.02183222474
1782	0.0218164323
1783	0.02180347808
1784	0.02179077931
1785	0.02177030045
1786	0.0217561822
1787	0.02173950082
1788	0.02172954907
1789	0.02171431852
1790	0.02169344008
1791	0.02168428334
1792	0.02167497953
1793	0.02166544564
1794	0.02164985411
1795	0.02162238456
1796	0.02160734237
1797	0.02159640919
1798	0.02158159764
1799	0.02156806976
1800	0.02154826889
1801	0.02153964076
1802	0.02152606488
1803	0.02151414969
1804	0.02150220404
1805	0.02149752364
1806	0.0214877389
1807	0.02147653087
1808	0.02146143265
1809	0.02144325708
1810	0.02143343717
1811	0.02142221623
1812	0.02139916953
1813	0.02139049036
1814	0.02137324771
1815	0.0213609438
1816	0.02134940864
1817	0.0213325057
1818	0.02131060951
1819	0.02128905366
1820	0.02127378032
1821	0.02125596288
1822	0.02124288702
1823	0.02122776435
1824	0.02121787685
1825	0.02119702682
1826	0.02118582022
1827	0.02116470137
1828	0.02114695644
1829	0.02112751471
1830	0.02110408627
1831	0.02109742069
1832	0.02107793155
1833	0.02106047266
1834	0.02105077194
1835	0.02103133784
1836	0.02102155052
1837	0.02101468624
1838	0.02099702457
1839	0.0209888635
1840	0.02097202273
1841	0.02096115575
1842	0.02094559338
1843	0.02093306877
1844	0.02091944249
1845	0.0209042133
1846	0.02088596066
1847	0.02087091492
1848	0.02085375198
1849	0.02084226118
1850	0.02083116224
1851	0.02080519238
1852	0.02078311498
1853	0.02076994135
1854	0.02074269305
1855	0.02073059967
1856	0.02070685388
1857	0.020698336
1858	0.02068819936
1859	0.0206795998
1860	0.02066554904
1861	0.02065148077
1862	0.02064031512
1863	0.02062855067
1864	0.0206146131
1865	0.0206074668
1866	0.02059368079
1867	0.02057921944
1868	0.02056659017
1869	0.02055323045
1870	0.02054241804
1871	0.02052353987
1872	0.02051217157
1873	0.02048782001
1874	0.02047247159
1875	0.02045014104
1876	0.0204375393
1877	0.02042752597
1878	0.02040523903
1879	0.02039617744
1880	0.02038501706
1881	0.02037116454
1882	0.02035993836
1883	0.02033579142
1884	0.02031836387
1885	0.0202988027
1886	0.02029005252
1887	0.02027505339
1888	0.02025761433
1889	0.02024071337
1890	0.02023061587
1891	0.02021894087
1892	0.02020260305
1893	0.020184669
1894	0.0201762893
1895	0.02016267226
1896	0.0201499882
1897	0.02013197268
1898	0.02011681083
1899	0.02009576554
1900	0.02008008074
1901	0.02006486374
1902	0.02005814773
1903	0.02003660767
1904	0.0200215743
1905	0.02001311242
1906	0.02000258643
1907	0.01999167123
1908	0.01997610195
1909	0.01996599353
1910	0.01994602091
1911	0.01993379734
1912	0.01991963882
1913	0.01989816131
1914	0.01988183236
1915	0.01985937124
1916	0.01984927883
1917	0.01982579721
1918	0.01981440224
1919	0.01980465586
1920	0.01979628905
1921	0.01978616416
1922	0.0197744962
1923	0.01975897638
1924	0.01974163513
1925	0.01973205247
1926	0.0197130468
1927	0.01969924627
1928	0.01968840365
1929	0.01967578872
1930	0.01966417366
1931	0.01965136363
1932	0.01963773711
1933	0.01961664179
1934	0.01960514626
1935	0.01959394461
1936	0.01958451824
1937	0.01956917788
1938	0.01955683813
1939	0.01953691658
1940	0.01952134914
1941	0.01950526731
1942	0.01949507006
1943	0.01948705363
1944	0.01947912966
1945	0.01945697945
1946	0.0194452148
1947	0.0194302073
1948	0.01941406382
1949	0.01939737003
1950	0.01938242366
1951	0.01936833202
1952	0.0193560299
1953	0.01934088494
1954	0.0193313562
1955	0.01932206264
1956	0.01930750134
1957	0.01929414825
1958	0.01928245526
1959	0.01926724488
1960	0.01924481035
1961	0.01922501122
1962	0.01921063854
1963	0.019190149
1964	0.01917077294
1965	0.01916162226
1966	0.01914751744
1967	0.01912981343
1968	0.01911869465
1969	0.01910963311
1970	0.01909601196
1971	0.01908783817
1972	0.01907400442
1973	0.01905272979
1974	0.01903890596
1975	0.01902564505
1976	0.01901430867
1977	0.01900288721
1978	0.01898791479
1979	0.01897071493
1980	0.01896224012
1981	0.01895382786
1982	0.01894318379
1983	0.01893720975
1984	0.01892555891
1985	0.01891663299
1986	0.01890324243
1987	0.0188957557
1988	0.01888837787
1989	0.01887989357
1990	0.01887519011
1991	0.01886038343
1992	0.01885017587
1993	0.01883666775
1994	0.01882673825
1995	0.01881434975
1996	0.01879182251
1997	0.01877607472
1998	0.01876676578
1999	0.01875482446
