iter	RMSE
748	0.05221745703
749	0.05211128709
750	0.05205379303
751	0.05198917822
752	0.05192317584
753	0.05187948307
754	0.05179539907
755	0.05173496502
756	0.05165039547
757	0.05158263274
758	0.05155037804
759	0.05148566644
760	0.05144950617
761	0.05140519082
762	0.05133772272
763	0.05127650441
764	0.0512504674
765	0.05119082163
766	0.0511042741
767	0.05107177697
768	0.05099695094
769	0.05094657574
770	0.05088557859
771	0.0508014723
772	0.05073684913
773	0.05063508211
774	0.05057706932
775	0.05050851456
776	0.05044714957
777	0.05041924188
778	0.05038422514
779	0.05031938456
780	0.05027134327
781	0.05021440785
782	0.05019222241
783	0.0501606213
784	0.05011058724
785	0.05006058803
786	0.05000474328
787	0.04994854853
788	0.04990028626
789	0.04983827472
790	0.04978335096
791	0.04973157459
792	0.04967327578
793	0.04960326703
794	0.04952584907
795	0.04946201058
796	0.04941684852
797	0.0493423724
798	0.04928046671
799	0.04922716798
800	0.04916671403
801	0.0491065067
802	0.04904850188
803	0.04901260724
804	0.04893945837
805	0.0488931097
806	0.04885933055
807	0.04875737831
808	0.04870047273
809	0.04867911762
810	0.04858745372
811	0.04853047357
812	0.0484770825
813	0.04845624463
814	0.04840575161
815	0.04833642573
816	0.04831483574
817	0.04826844193
818	0.04820185361
819	0.04815101393
820	0.04809802524
821	0.04805203731
822	0.04799754801
823	0.04794155801
824	0.04790927698
825	0.04782596218
826	0.04777733999
827	0.0477530491
828	0.04772818164
829	0.04766055811
830	0.04761557058
831	0.0475912974
832	0.04753320368
833	0.04747096428
834	0.04743383666
835	0.04740277645
836	0.04733126545
837	0.04725194403
838	0.04723530752
839	0.04717508461
840	0.04713447905
841	0.04710466165
842	0.04707378331
843	0.04704310621
844	0.04702122814
845	0.04697231937
846	0.0469213279
847	0.04688830255
848	0.04682266713
849	0.04679242827
850	0.0467402349
851	0.04672264056
852	0.04667400313
853	0.04664535713
854	0.04661872257
855	0.04657539851
856	0.04655792635
857	0.04650769276
858	0.04646899279
859	0.04644591012
860	0.04642651509
861	0.0463835504
862	0.04636257872
863	0.04630879673
864	0.04624510387
865	0.04618952069
866	0.04615627856
867	0.0461224678
868	0.04605953086
869	0.04597038467
870	0.04592258887
871	0.04587206815
872	0.04581614021
873	0.0457380227
874	0.04571108256
875	0.04569535937
876	0.04566860997
877	0.04561320158
878	0.04558965653
879	0.04557248953
880	0.04554407729
881	0.04550020471
882	0.04546294445
883	0.04542486487
884	0.04538628473
885	0.04533638405
886	0.04529344899
887	0.04522545952
888	0.04521047746
889	0.04516772888
890	0.04510899356
891	0.04508454502
892	0.04507021752
893	0.04500737329
894	0.04497156542
895	0.04492981369
896	0.04488727345
897	0.04487603833
898	0.04482116007
899	0.0447983228
900	0.0447229784
901	0.04468942065
902	0.04464847284
903	0.04461630189
904	0.0445998117
905	0.04451231045
906	0.04446833636
907	0.04441953386
908	0.04433524194
909	0.04429275903
910	0.04423199411
911	0.04417808478
912	0.04412538229
913	0.04408183419
914	0.04405381599
915	0.0440045709
916	0.04398977847
917	0.043944482
918	0.04389973841
919	0.04381373189
920	0.04375247299
921	0.04369682062
922	0.04364784925
923	0.04357960263
924	0.04353691115
925	0.04351653731
926	0.04345202929
927	0.04338735303
928	0.04333322363
929	0.04331124793
930	0.04329036872
931	0.04325805328
932	0.04322531474
933	0.04318315196
934	0.04312240096
935	0.04307179077
936	0.04304075002
937	0.04300477954
938	0.04295404788
939	0.04291508479
940	0.04285858732
941	0.04282689195
942	0.04278945705
943	0.04275264049
944	0.04271467815
945	0.04266867463
946	0.0426509177
947	0.04261387497
948	0.04256193384
949	0.04252035488
950	0.04250871059
951	0.04247052541
952	0.04244965761
953	0.04240414012
954	0.04236223831
955	0.04232626917
956	0.0422937942
957	0.04225335623
958	0.04220665193
959	0.04217391629
960	0.04210048644
961	0.04205987985
962	0.04202104303
963	0.04197262151
964	0.04193539931
965	0.04187817121
966	0.04182836628
967	0.04179899223
968	0.04179068094
969	0.04174317295
970	0.04170900765
971	0.04169218711
972	0.04165786041
973	0.0416502187
974	0.04160433196
975	0.04157199837
976	0.04153752856
977	0.04151224115
978	0.04146386276
979	0.04143667483
980	0.04140159018
981	0.04134013848
982	0.04130622917
983	0.04126315728
984	0.04122917311
985	0.04116979589
986	0.04113701578
987	0.04110035378
988	0.04106728902
989	0.04104902419
990	0.04097288274
991	0.04095850152
992	0.04088571842
993	0.04084510197
994	0.04080578804
995	0.04076779355
996	0.04074142217
997	0.04070937391
998	0.04066172858
999	0.04060805444
1000	0.04058557732
1001	0.04055537434
1002	0.04050639596
1003	0.04046448398
1004	0.0404201505
1005	0.04040849949
1006	0.04037986158
1007	0.0403392417
1008	0.04031013523
1009	0.04026910499
1010	0.04023418904
1011	0.04020579332
1012	0.0401570015
1013	0.04011877282
1014	0.04006825344
1015	0.04002740225
1016	0.03998956747
1017	0.03996645822
1018	0.03993891778
1019	0.03992049562
1020	0.03988459815
1021	0.03984785451
1022	0.03981225371
1023	0.03979626046
1024	0.03976947143
1025	0.0397251578
1026	0.03968425906
1027	0.03967185977
1028	0.03964770265
1029	0.03961480285
1030	0.03957663675
1031	0.0395233329
1032	0.03947198396
1033	0.03946338802
1034	0.03942542298
1035	0.03939034994
1036	0.03935223274
1037	0.03932973417
1038	0.03929381953
1039	0.03926602865
1040	0.03921972017
1041	0.03915762007
1042	0.03913802877
1043	0.03910606355
1044	0.0390704744
1045	0.03904046324
1046	0.03901981668
1047	0.03896766965
1048	0.03892290046
1049	0.03890333811
1050	0.03886664945
1051	0.03882621825
1052	0.03881666453
1053	0.03879775532
1054	0.03875918491
1055	0.03872968456
1056	0.0387225878
1057	0.0386701562
1058	0.03864822941
1059	0.03860960027
1060	0.03858595914
1061	0.03854835691
1062	0.03851127795
1063	0.03850158398
1064	0.03843876123
1065	0.03842309141
1066	0.03839257699
1067	0.03836490658
1068	0.03832341182
1069	0.03829098658
1070	0.0382562327
1071	0.03821914618
1072	0.0381966528
1073	0.03816305336
1074	0.03814026665
1075	0.03808773738
1076	0.03806620318
1077	0.0380382732
1078	0.0379968408
1079	0.03797258401
1080	0.03794190417
1081	0.03790974172
1082	0.03787809465
1083	0.03783549847
1084	0.03782939913
1085	0.03778726975
1086	0.03777951647
1087	0.03774077949
1088	0.03770769492
1089	0.03769727108
1090	0.03766576318
1091	0.03760116178
1092	0.03756732024
1093	0.03751433523
1094	0.03749033202
1095	0.03746996271
1096	0.03744111888
1097	0.0374014557
1098	0.03735702659
1099	0.03730524386
1100	0.03727215467
1101	0.03723585075
1102	0.03717499672
1103	0.03714699941
1104	0.03712227051
1105	0.03706216777
1106	0.03705370105
1107	0.03702214308
1108	0.03699850453
1109	0.03695383785
1110	0.03694056229
1111	0.03690394501
1112	0.03686725244
1113	0.03682556236
1114	0.03678026249
1115	0.03675419065
1116	0.03674244864
1117	0.03671405397
1118	0.03668539372
1119	0.03665076136
1120	0.03661666558
1121	0.03658314407
1122	0.03653392034
1123	0.03649945392
1124	0.03647303673
1125	0.03646713764
1126	0.03642252173
1127	0.036390271
1128	0.03636477524
1129	0.03633744838
1130	0.03630002831
1131	0.0362639077
1132	0.0362254982
1133	0.03619902155
1134	0.03617908427
1135	0.03613184582
1136	0.03609368605
1137	0.03606761446
1138	0.0360400921
1139	0.03601308971
1140	0.03596876113
1141	0.03593353028
1142	0.0358882219
1143	0.03586061858
1144	0.03580715653
1145	0.0357805027
1146	0.03574374014
1147	0.03571854759
1148	0.03568328327
1149	0.03564505977
1150	0.03560770748
1151	0.03557520859
1152	0.03553970498
1153	0.03552486531
1154	0.03548868432
1155	0.03546037835
1156	0.03542533521
1157	0.03542005221
1158	0.03539420053
1159	0.03538088718
1160	0.03534488546
1161	0.0353044544
1162	0.035285444
1163	0.03524844698
1164	0.03520529606
1165	0.03516789717
1166	0.03512219091
1167	0.03508569956
1168	0.03506189254
1169	0.03502545594
1170	0.0349981845
1171	0.03495618537
1172	0.03493745709
1173	0.03489103709
1174	0.03483458282
1175	0.03480499883
1176	0.03478796525
1177	0.0347501257
1178	0.03472008401
1179	0.03469510416
1180	0.03466004802
1181	0.03462745335
1182	0.03459454729
1183	0.03453948249
1184	0.03453631963
1185	0.03451715235
1186	0.03451015608
1187	0.03449833575
1188	0.03444861136
1189	0.03442135438
1190	0.03437926018
1191	0.03434952233
1192	0.03433417234
1193	0.03430662165
1194	0.03429360755
1195	0.03426055919
1196	0.03422510086
1197	0.03419452346
1198	0.03416899184
1199	0.03412641808
1200	0.03410490221
1201	0.03407296529
1202	0.03404515711
1203	0.03400904757
1204	0.0339866255
1205	0.03394948974
1206	0.03391925661
1207	0.03389156971
1208	0.0338612009
1209	0.03384063894
1210	0.03380634821
1211	0.03378607147
1212	0.03375664013
1213	0.03373237906
1214	0.03370255766
1215	0.0336784737
1216	0.03364870191
1217	0.03361407353
1218	0.03356502668
1219	0.03354856928
1220	0.03352180539
1221	0.03351741756
1222	0.03349283267
1223	0.03344253523
1224	0.03341395813
1225	0.03337537193
1226	0.03335736963
1227	0.03333327227
1228	0.03329710215
1229	0.03327104826
1230	0.03325079665
1231	0.03319887199
1232	0.03317729169
1233	0.03315903198
1234	0.03313251207
1235	0.03312378327
1236	0.03310191152
1237	0.03307971246
1238	0.03304426479
1239	0.03301180219
1240	0.03298493432
1241	0.0329512227
1242	0.03292802987
1243	0.03291000952
1244	0.03288068966
1245	0.03284576516
1246	0.03283239575
1247	0.03281106003
1248	0.03278168516
1249	0.03276318397
1250	0.0327403785
1251	0.03270216475
1252	0.0326734652
1253	0.03264073402
1254	0.03261661665
1255	0.03258556138
1256	0.03253627196
1257	0.03249280037
1258	0.03246091932
1259	0.03243170182
1260	0.03240705751
1261	0.03237968433
1262	0.03235144131
1263	0.03230780968
1264	0.03228263598
1265	0.03225555424
1266	0.0322279785
1267	0.03219715979
1268	0.03216276888
1269	0.03213430658
1270	0.03210786872
1271	0.03209917851
1272	0.03205947315
1273	0.03203347549
1274	0.03200323451
1275	0.03197578709
1276	0.03195937459
1277	0.03193771428
1278	0.03192407374
1279	0.03190171075
1280	0.03185762625
1281	0.03183977465
1282	0.03181833288
1283	0.03177689123
1284	0.03175178792
1285	0.03172240688
1286	0.03170432918
1287	0.03167693545
1288	0.03165506853
1289	0.03162549148
1290	0.0315842868
1291	0.03155127708
1292	0.03153132632
1293	0.03149969885
1294	0.03147303719
1295	0.03142879733
1296	0.031395328
1297	0.03137361475
1298	0.03135135596
1299	0.03132177593
1300	0.03130141369
1301	0.03126143147
1302	0.03122986255
1303	0.03119772204
1304	0.03116903445
1305	0.03113427918
1306	0.03110563401
1307	0.03107120357
1308	0.03104121651
1309	0.03101112068
1310	0.03098868972
1311	0.03096622695
1312	0.03094281888
1313	0.03090128253
1314	0.03087693758
1315	0.03086154904
1316	0.03082884806
1317	0.03080501384
1318	0.03078280777
1319	0.03077919808
1320	0.03076811576
1321	0.03075848743
1322	0.0307294327
1323	0.03069662879
1324	0.03066694372
1325	0.03064200325
1326	0.03061858359
1327	0.03061072644
1328	0.03059129409
1329	0.03057249245
1330	0.03055069707
1331	0.03051420566
1332	0.03050998545
1333	0.03050581043
1334	0.03047858051
1335	0.03045654678
1336	0.03043993921
1337	0.0304172098
1338	0.03039282369
1339	0.03036256105
1340	0.03034376517
1341	0.03031836904
1342	0.0303033702
1343	0.03027546733
1344	0.03025110272
1345	0.03022654251
1346	0.030214233
1347	0.03019251901
1348	0.03018067897
1349	0.03015930808
1350	0.03013482639
1351	0.03009464928
1352	0.03006731536
1353	0.03004649209
1354	0.03003864339
1355	0.03001050327
1356	0.02997802617
1357	0.02995739559
1358	0.02992267818
1359	0.02989574012
1360	0.029875781
1361	0.02985485191
1362	0.02983882617
1363	0.02981249495
1364	0.02979260438
1365	0.02976932445
1366	0.02972378518
1367	0.02969770272
1368	0.02967553693
1369	0.02963841845
1370	0.0296138114
1371	0.0295875421
1372	0.02956928987
1373	0.02955628816
1374	0.02953745733
1375	0.02951098025
1376	0.02949403317
1377	0.02946745463
1378	0.02945718077
1379	0.02943713275
1380	0.0294155761
1381	0.02938797509
1382	0.02937607987
1383	0.02934606847
1384	0.02934088113
1385	0.02932209587
1386	0.02930286831
1387	0.02927742179
1388	0.0292556307
1389	0.02921130887
1390	0.02920791601
1391	0.02918640131
1392	0.0291667554
1393	0.0291463416
1394	0.02912621979
1395	0.02912120155
1396	0.02908473963
1397	0.029064355
1398	0.02902620594
1399	0.02899335358
1400	0.02896726224
1401	0.02894302157
1402	0.02891971184
1403	0.02891512383
1404	0.02888359063
1405	0.0288619274
1406	0.02883595181
1407	0.02880791914
1408	0.02878045393
1409	0.02876283325
1410	0.02874847648
1411	0.02872330647
1412	0.0287025297
1413	0.02867884913
1414	0.02864949023
1415	0.02864324196
1416	0.028616227
1417	0.02859757466
1418	0.02858972654
1419	0.02856382463
1420	0.02853859488
1421	0.02851263521
1422	0.02848611691
1423	0.02844621611
1424	0.02843337242
1425	0.02840715625
1426	0.02838481997
1427	0.02835405089
1428	0.02833128642
1429	0.02831249462
1430	0.02829491571
1431	0.02826509579
1432	0.02824663174
1433	0.02822777766
1434	0.02821025567
1435	0.02818592373
1436	0.02815463718
1437	0.02813067815
1438	0.02811516821
1439	0.02810447285
1440	0.02808269092
1441	0.02805771673
1442	0.02805330685
1443	0.02804038329
1444	0.0280333734
1445	0.02801230989
1446	0.02797751823
1447	0.02794507905
1448	0.02792719412
1449	0.02790721181
1450	0.02788596467
1451	0.02786451027
1452	0.02784296038
1453	0.02782272986
1454	0.02779701103
1455	0.02776682529
1456	0.02774672373
1457	0.02772624075
1458	0.02770291486
1459	0.02768805194
1460	0.0276793311
1461	0.02765268698
1462	0.02764932527
1463	0.02763476553
1464	0.02761152783
1465	0.027591578
1466	0.02758226607
1467	0.02755714055
1468	0.02753073867
1469	0.02749996713
1470	0.02748623709
1471	0.02746808345
1472	0.02744824469
1473	0.02742422046
1474	0.02740588849
1475	0.02739046906
1476	0.02736631845
1477	0.02733681479
1478	0.02732489068
1479	0.02729896807
1480	0.02727667243
1481	0.02725889594
1482	0.0272414946
1483	0.02722155509
1484	0.02720123714
1485	0.02718304157
1486	0.0271762604
1487	0.02715544879
1488	0.02712077703
1489	0.02710536224
1490	0.02709960843
1491	0.02707382056
1492	0.02704808415
1493	0.02702328547
1494	0.0270078317
1495	0.0269860966
1496	0.02696978361
1497	0.02696650401
1498	0.02694163387
1499	0.02691989211
1500	0.02690218837
1501	0.0268895855
1502	0.02685864665
1503	0.0268263846
